title,company,location,how_old,link
"Internship Equities,Derivates & Structured Products (2) - PB Brazil",Credit Suisse,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=61ca763cf03efe85&fccid=e127f4594cdf24f4&vjs=3
Internship - Cash Equity Sales Trading Brazil,Credit Suisse,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f017f9bfe15c3e80&fccid=e127f4594cdf24f4&vjs=3
Desenvolvedor Back-End,Banco Ourinvest,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=65e2b3022f8d6ec6&fccid=c3654d1ce890331a&vjs=3
Desenvolvedor Full Stack,Curriculum.com.br,"Rio de Janeiro, RJ",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=7a29f46f8042829c&fccid=22d7ce555383096d&vjs=3
Analista Desenvolvedor Delph,RDC Viagens,,Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=4b0d6991c5d92093&fccid=1a6b671b58992ad5&vjs=3
Desenvolvedor Full Stack Sênior (Python e Next.js),Turing.com,Home office,Postedhá 27 dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Full-Stack-S%C3%AAnior-7dbf74b27824c097?fccid=a2e0cbec0b626661&vjs=3
Desenvolvedor Python Full Stack - Pleno,Proxys Group,"Home office in Curitiba, PR",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=83fb55be33ada509&fccid=e2507d8d68e339d6&vjs=3
Engenheiro de dados,Myra,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8762f9ff8eb1dcdb&fccid=73374f7ff9297f4d&vjs=3
Economista Sênior (OLX / Zap+),OLX Brasil,Home office,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=bd34dd1be7571959&fccid=12b3429da7a7d790&vjs=3
Cientista de Dados Internacional - Pleno (Remoto),Bix,"Home office in Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d81529259f007189&fccid=50baf2a5aab91854&vjs=3
BANCO DE TALENTOS - Desenvolvedor Backend,Solvimm,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=06a16dedb3aa8ce3&fccid=29551b5fb5d36206&vjs=3
Analista de Dados SR (DF | SP),Cateno,Home office,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=1abb1151db622194&fccid=2100d07cd6d4e880&vjs=3
Desenvolvedor De Software C/C++ – Eldorado Do Sul – RS,BuscarVagas,"Home office in Eldorado do Sul, RS",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=30cdebfe2bf1c729&fccid=73abce787a9b9ca5&vjs=3
Data Scientist-Advanced Analytics,IBM,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=678838b41898c406&fccid=de71a49b535e21cb&vjs=3
"Data Scientist (Based in Brasil: Porto Alegre, São Paulo ou Remoto)","Lima Consulting Group, LLC",Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d5be9a879c1f57fc&fccid=84aeb1b20e725fef&vjs=3
Pessoa Engenheira de Dados,Dom Desenvolvimento Humano,Home office,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=a93e9a7259a2b798&fccid=eefcd39b51445280&vjs=3
Eqs Deriv Automation Strats,Goldman Sachs,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cbb73a1956865555&fccid=16a97ed26c75bf2d&vjs=3
Desenvolvedor C++/C# para Desktop - PL,SiDi,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6d94f4e069c84390&fccid=d944f1c7c41daa58&vjs=3
Analista de Dados Pleno,LET'S - Logística e Distribuição,"Osasco, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c20ec3da688b16d6&fccid=8e3ab2ad881f2be8&vjs=3
Fullstack Pleno,BLB Brasil Auditores e Consultores,"Ribeirão Preto, SP",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=5ef9ffde344984a3&fccid=d36665ccb64d77e8&vjs=3
Junior Client Reports Analyst,UBS,"São Paulo, SP",Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=be0ce8852dd4f1d7&fccid=1c76c3a36f6c7557&vjs=3
4215-CONTROLADORIA - ANALISTA CONTROLADORIA SR (CONSOLIDAÇÃO),Banco Bradesco SA,"Osasco, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=66f6f23ad3faff70&fccid=dd708ee3271585de&vjs=3
Analista de Administração Fiduciária,Vórtx,"Home office in São Paulo, SP",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=f78b32ee133931ae&fccid=5e0cca870d25ce33&vjs=3
Desenvolvedor(a) Back-end Python Sênior,GeekHunter,"Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ff95347382eaae67&fccid=9ba8dec3013c0c90&vjs=3
Desenvolvedor(a) Pleno Django,Não encontrada,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=d9966a722931930e&fccid=dd616958bd9ddc12&vjs=3
4215-CONTROLADORIA - ANALISTA CONTROLADORIA SR (CONSOLIDAÇÃO),Banco Bradesco SA,"Osasco, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=66f6f23ad3faff70&fccid=dd708ee3271585de&vjs=3
Analista de Administração Fiduciária,Vórtx,"Home office in São Paulo, SP",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=f78b32ee133931ae&fccid=5e0cca870d25ce33&vjs=3
Desenvolvedor(a) Back-end Python Sênior,GeekHunter,"Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ff95347382eaae67&fccid=9ba8dec3013c0c90&vjs=3
Desenvolvedor(a) Pleno Django,Não encontrada,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=d9966a722931930e&fccid=dd616958bd9ddc12&vjs=3
"Data Analyst, LATAM",Criteo,"São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=651283819caf80d5&fccid=d3ee4a7355a0fb60&vjs=3
(Delivery Center - JPA) SCA de Desenvolvimento Sênior,Minsait an Indra Company,"João Pessoa, PB",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=5b76853ec98c715f&fccid=dd616958bd9ddc12&vjs=3
Estágio – Desenvolvedor De Produtos – Porto Alegre – RS,BuscarVagas,"Porto Alegre, RS",Postedhá 3 dias,https://br.indeed.com/rc/clk?jk=42c0dd737a40fa6f&fccid=73abce787a9b9ca5&vjs=3
"Data Scientist, Brazil (Remote)",Andela - Third Party Job Board Only Postings,"Home office in Brás, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=4df72d79a0752161&fccid=f783f8fbbe72c927&vjs=3
Analista de Marketing de Performance Senior,Cora Bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=834021ff4c66d5b7&fccid=c6f6eb272f17cbbf&vjs=3
Data Analyst - Global Business Solutions,TikTok,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b227f4b91f9f9243&fccid=caed318a9335aac0&vjs=3
DESENVOLVEDOR DE SOFTWARE PL,Dass,,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=8370b1d0b167ef5d&fccid=7b932c5e4fb38b69&vjs=3
Desenvolvedor de Software - Back End,IBM,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=269f1d267a79f22d&fccid=de71a49b535e21cb&vjs=3
Analista de Business Intelligence Junior,ITAPEVA Recuperação de Créditos,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5b131ee46891aa96&fccid=4bda090c393d045d&vjs=3
Cientista de Dados,Keyrus Brazil,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3a97521df59cf53e&fccid=59d45a7a1694e6f1&vjs=3
Analista de BI,Vila Nova,"Poços de Caldas, MG",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=eda5aea8a69b0474&fccid=567485d51e700940&vjs=3
Desenvolvedor IoT,Logicalis,"Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ad03cc7a0edf6c21&fccid=56e37881a6eea444&vjs=3
Analista - Desenvolvedor FullStack,Grupo Mantiqueira,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c142a7942cc53d54&fccid=da3e10d61fc1b916&vjs=3
Engenheira(o) de Software [Back End],Galena,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=210db287eb255007&fccid=c8dc4612c5598d9f&vjs=3
Engenheiro de Dados,Jobbol,"Home office in São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=36566f5fadb42283&fccid=c64032edc49f7500&vjs=3
Desenvolvedor Python Pleno/Sênior,Framework,"Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=08d8f174e427996e&fccid=d3d3f304e60a9c8b&vjs=3
Analista de Políticas de Cobrança Sr. (São Paulo),Itaú Unibanco,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=cb70946f5f38e8ad&fccid=df3b23afae2f3514&vjs=3
ANALISTA DE REDES CELULARES,Eldorado,"Campinas, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=350f2c1b6ea9c4c4&fccid=70cf64a0b596b733&vjs=3
Desenvolvedor Fullstack Python|React,Under Servers & Data Centers,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9a2ec9a559fdcf5c&fccid=8fbeb5fe4b896a4c&vjs=3
CIENTISTA DE DADOS,BuscarVagas,"Rio de Janeiro, RJ",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=08c36aa1bd3730b5&fccid=73abce787a9b9ca5&vjs=3
Desenvolvedor(a) Rpa,TCT CONTABILIDADE LTDA,"São Bernardo do Campo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=8e98546698251ebc&fccid=9c5bb7db1027c9a7&vjs=3
"Desenvolvedor Full Stack com foco em Backend (Python, Docker, e Kubernetes)",Turing.com,Home office,Postedhá 13 dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Full-Stack-Foco-Backend-f6c4fb134f131696?fccid=a2e0cbec0b626661&vjs=3
DESENVOLVEDOR PYTHON SÊNIOR,Unidas Tech,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a1d4577d736907af&fccid=57da8a827ec4f861&vjs=3
ANALISTA DE DADOS JR,Banco BBC Digital,"São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=300aa648d20b4e04&fccid=08dc3b54348e2f0c&vjs=3
Pessoa Pesquisadora de Reconhecimento de Sinais (IA)-Bolsa,Dell Lead,,EmployerAtiva 2 dias atrás,https://br.indeed.com/company/Lead-Dell/jobs/Pessoa-Pesquisadora-Reconhecimento-Sinais-bb03c91a1576a04c?fccid=01ed06d93b61278d&vjs=3
ESTÁGIO TALENTO,Lojas Quero-Quero,"Cachoeirinha, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=00e438f113559b33&fccid=03622d1d00114568&vjs=3
Engenheiro (a) de Software,Itaú,"São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=ee62bee1e1994852&fccid=df3b23afae2f3514&vjs=3
Freight Audit (Analytics),Shopee,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=8c05633fc3b798f9&fccid=0b476c4a7add47fe&vjs=3
Software Development Engineer 3,Wex Europe Services Ltd,Home office,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=86a8e4d1509b6bbc&fccid=67cf6319601a0310&vjs=3
Software Development Engineer 3,WEX Inc.,Home office,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=6a26c278a3f787c8&fccid=c9538b927313f8e0&vjs=3
Analista de Governança de Dados,Dasa Tecnologia,"Home office in São Paulo, SP",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=270011ab3f84355c&fccid=58c4fb2c24e12930&vjs=3
Desenvolvedor(a) Python Pleno/Sênior,Supero - Melhores Times. Melhores Soluções.,Home office,Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=0e16d27369362af0&fccid=dd616958bd9ddc12&vjs=3
Analista de BI,Itix,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=ce9d2821411db2d9&fccid=6ac36e21e0d69e56&vjs=3
ANALISTA DE MODELAGEM E PRECIFICAÇÃO III,HDI Seguros,"Hybrid remote in São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=d4dd559630919542&fccid=d0464aa171e2f30c&vjs=3
Especialista em Cloud Network,PicPay,Home office,Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=dab752da5df436ed&fccid=c031daea3b1126ba&vjs=3
"Software Engineer (English, Portuguese)",Google,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=59dd1cb302a740e3&fccid=a5b4499d9e91a5c6&vjs=3
User Operations Lead,TikTok,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d299b459b41705b4&fccid=caed318a9335aac0&vjs=3
Data Scientist,Zé Delivery,"Home office in São Paulo, SP",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=b8cc2843c67df6e3&fccid=7528b58389b851d3&vjs=3
Estágio em Gestão de Operações,Wise & Trust,"Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=80b66b5cb8d616a1&fccid=204483696ed0a0b6&vjs=3
LÍDER DE ENGENHARIA DE DADOS,Neon Pagamentos,Home office in Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9d68ce08ed14e137&fccid=f362771e1d0a24ae&vjs=3
Metasearch | Analista de Performance Marketing,Hurb,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4a595ad4b4ff1664&fccid=a784efba46c28b98&vjs=3
Engenheiro de Dados - Desenvolvedor BigData,Minsait an Indra Company,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=83c1656603646433&fccid=dd616958bd9ddc12&vjs=3
ANALISTA INFRAESTRUTURA TI PL - PLATAFORMA CLOUD - 4250 DITI,Banco Bradesco SA,"Osasco, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=41a259d1041d4b46&fccid=dd708ee3271585de&vjs=3
Quality Assurance Engineer,CSG,"Home office in Londrina, PR",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=7d3bfd7547e0e615&fccid=ee8519c5c256c6b3&vjs=3
Motor UWP Specialist,PIER.,Home office,Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=3696d4161d1c6531&fccid=be2ef265d969b4b9&vjs=3
Estágio em Institucional Sales I Leblon - RJ,HASHDEX,"Rio de Janeiro, RJ",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=032a6437caef483d&fccid=f1911cca55cb8c50&vjs=3
Engenheiro de Software,AgroGalaxy,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8c2750d9d8bb2169&fccid=2eb2d8151044bef5&vjs=3
DESENVOLVEDOR BACK END (JAVA),Otg,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ea5ebf0ad33e28a1&fccid=16e143609bd51411&vjs=3
ESTAGIO - TI,Lojas Quero-Quero,"Cachoeirinha, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=713f7bac97fda026&fccid=03622d1d00114568&vjs=3
Data Analyst,Revolut,Home office,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=06ce7c49519379fe&fccid=1c00ce6833fa8f3d&vjs=3
Anl Tecnologia e Operações (Esteiras de Riscos),Santander Brasil,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=b200c37943c94310&fccid=e57a47a3d1d90e39&vjs=3
Analista Relacionamento com Fornecedores Jr,Vem ser Ourofino Agrociência!,"Home office in Ribeirão Preto, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=881bd9c270919d47&fccid=dd616958bd9ddc12&vjs=3
Analista de Dados Jr.,PagBank PagSeguro,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=38153a89f4b0248b&fccid=8bdcb3c4087941be&vjs=3
Product Development Engineer (focus on interiors),Embraer,"São José dos Campos, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=657c0ee3881a7433&fccid=f2a034f151ed245d&vjs=3
Pessoa Engenheira de Dados (full remoto),elo7,"Home office in São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=d45828b8a62ccfbb&fccid=1367e9dd1771ec22&vjs=3
Process Analyst Pleno,PIER.,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=393534d3db2c0d71&fccid=be2ef265d969b4b9&vjs=3
Performance Management Data and Analytics Lead,Johnson & Johnson,"São José dos Campos, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=6f0560f8897f4489&fccid=0bed8e17bc113980&vjs=3
Analista de Inteligência de Mercado,Track,Home office,Postedhá 27 dias,https://br.indeed.com/rc/clk?jk=c5814651653a6348&fccid=6057ff4f1fd4430c&vjs=3
ANALISTA DE DADOS PLENO,Neon Pagamentos,Home office in Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=069103fca1bb9032&fccid=f362771e1d0a24ae&vjs=3
Pessoa Desenvolvedora Fullstack Pleno (Seguros) - (Vaga Remota),Carreiras Méliuz,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=fc6d339f8bfd3c3d&fccid=0c9a6edb9db7bea6&vjs=3
GERENTE DE DATA E ANALYTICS,Movida Aluguel de Carros,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=9c00766c9e6a2527&fccid=08c03bd13f0047ed&vjs=3
Analista de BI Sr. (CLT) - Remoto,Gran Cursos Online,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9b032f9bc09a5977&fccid=7e2f0a7321ffe665&vjs=3
"Desenvolvedor Frontend (JavaScript, Vue.js, PHP, Java, e Python)",Turing.com,Home office,EmployerAtiva 20 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Frontend-610f3a7ac57049ab?fccid=a2e0cbec0b626661&vjs=3
Desenvolvedor(a) Sênior,Não encontrada,"São Paulo, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=8d5fed8a92ec22d7&fccid=dd616958bd9ddc12&vjs=3
ANALISTA DE ARQUITETURA E INTEGRAÇÕES SÊNIOR,Banco Master,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=c0649b1dc604832b&fccid=d4aad7adc82f9a32&vjs=3
DESENVOLVEDOR RPA - PRESENCIAL/HÍBRIDO,Tactus Contabilidade,"São Bernardo do Campo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=babf96872475cf8b&fccid=5a0da0cc3a565992&vjs=3
IA | Cientista de Dados | Vaga Afirmativa para Pessoas Pretas,Gupy,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=eee87b072e85035c&fccid=1f5978062d66a82c&vjs=3
"Desenvolvedor Backend (React, JavaScript, Python e Django)",Turing.com,Home office,EmployerAtiva 3 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Backend-12b29c7302fd071e?fccid=a2e0cbec0b626661&vjs=3
Eng. de SW PL (React e Python) - Cesar LABS,Vem ser CESAR!,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2cb4dccf047bb090&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) Flutter,Não encontrada,"São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=9ccb0651ad6e189b&fccid=dd616958bd9ddc12&vjs=3
Senior Design Engineer,SAP,"São Leopoldo, RS",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=fd802c1e00f8d0fb&fccid=156c7820d1988640&vjs=3
Desenvolvedora Back End PL (vaga Afirmativa para Mulheres),MadeiraMadeira,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=46e25d7547b8a1dc&fccid=7522264cf9717691&vjs=3
Engenheiro de Machine Learning,IndeCX Carreiras,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=1fe0ecce54cebb4c&fccid=dd616958bd9ddc12&vjs=3
Estagiário(a) de Arquitetura,ENGECONSULT,"Recife, PE",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a064c4a391cef691&fccid=cc7c25d5dc7389d5&vjs=3
Pessoa Desenvolvedora Frontend React - SR,modalmais,Home office,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=09e13b6fc1ada255&fccid=3562b4e1ab8eee23&vjs=3
Desenvolvedor Python,Lenscope,"Home office in Campinas, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c71d2b8464425ba1&fccid=abea2bc2ae0c5dea&vjs=3
Bolsista Programador/Desenvolvedor - AGROSATÉLITE- Graduado,Não encontrada,"Florianópolis, SC",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=b2bccaf748f6bed0&fccid=dd616958bd9ddc12&vjs=3
ESTÁGIO EM CIÊNCIA DE DADOS,Afinz,"Sorocaba, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c8f26f466efdb456&fccid=c010d2c764def3f0&vjs=3
ANALISTA DE PROTOCOLOS EMBARCADOS JR (QUERÊNCIA-MT),Solinftec,"Querência, MT",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f383653362b83136&fccid=c56c3b08f4b72656&vjs=3
Pessoa Cientista de Dados Sênior,Bankly,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=315135a014a0765f&fccid=752e5cd79a6b52b8&vjs=3
ESTAGIÁRIO DE OPERAÇÕES,GCB Investimentos,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=045a949def709199&fccid=5ef9a503c09f8abc&vjs=3
Data Scientist,Hagloo,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=fb4b8332a6e04f51&fccid=2f967bb1c5335960&vjs=3
Senior Software Engineer (Python/Go/Kubernetes),Canonical - Jobs,,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=06e96aa5f900a0b4&fccid=d40b824c7b625849&vjs=3
Desenvolvedor de Sistemas,Cooperativa Central Crédito Estados Paraná São...,"Pato Branco, PR",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=ee8be9d908c3db5c&fccid=11946932aa9c6e22&vjs=3
Desenvolvedor Web Full-Stack JR,#SejaShopper,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7aa0825799df96fe&fccid=8a6a593e20ed525c&vjs=3
Cientista de dados Jr,Magazine Luiza,"São Paulo, SP",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=89aa0ff6bb209b65&fccid=1b36b723f0b3d80d&vjs=3
Data Engineer with experience in Python and scripting,Luxoft,"Brasília, DF",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=c50d134d2cce4b27&fccid=4b841d912d46e4fd&vjs=3
Analista de Segurança da Informação | Segurança de Plataforma de Aplicações,Globo,Home office,Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=e0ad0fd9484d19be&fccid=69cd436cef8c3dbe&vjs=3
Integration Engineer (Remote-LatAm),Loadsmart,"Home office in São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=6db8df5b5972540a&fccid=bf02915605893e1a&vjs=3
Especialista de Pricing - São Paulo,tembici.,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=5b126529e1faa7b1&fccid=90220ad0f8ca290d&vjs=3
DevOps Jr,QI TECH,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=703fbac3c2811a05&fccid=adac0a28bbf5a372&vjs=3
Desenvolvedor de Sistemas III - Berrini SP,Atento Brasil,"São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=e6dae7db035be529&fccid=28ba5f1b6307faa6&vjs=3
Analista Prevenção à Fraude (Analytics) - São Paulo/SP,Tribanco,"São Paulo, SP",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=13c0efaaa027e730&fccid=cc3bec589a13d75d&vjs=3
ANALISTA ESTRATÉGIA DE COBRANÇA SR,Neon Pagamentos,Home office in Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=45a635d9e6e7a316&fccid=f362771e1d0a24ae&vjs=3
Especialista em Business Intelligence-BI (São Paulo-SP),Dux Nutrition Lab,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=45739efd8e338220&fccid=bf3346e932d61531&vjs=3
"Engenheiro de Confiabilidade de Site (Python, Java, JavaScript, e C/C++)",Turing.com,Home office,Postedhá 2 dias,https://br.indeed.com/company/Turing.com/jobs/Engenheiro-Confiabilidade-Site-86561815dbf75972?fccid=a2e0cbec0b626661&vjs=3
Desenvolvedor de Testes de Software - PL,SiDi,,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=8ea11f2e6bce6862&fccid=d944f1c7c41daa58&vjs=3
"Engenheiro de QA (Ruby, Java e Python)",Turing.com,Home office,EmployerAtiva 3 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Engenheiro-QA-a47918c0b4fbe986?fccid=a2e0cbec0b626661&vjs=3
55 - Desenvolvedor Python,BCR,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=dc3dd863e7ce8f0a&fccid=f22ca5d00fbd02c2&vjs=3
19FP08 ST - BIG DATA,Minsait an Indra Company,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=b5fd89f4cead3ed8&fccid=dd616958bd9ddc12&vjs=3
Infrastructure Development_Associate,"JPMorgan Chase Bank, N.A.","São Paulo, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=02f421f0b01fe22c&fccid=aaf3b433897ea465&vjs=3
Senior Quality Assurance Engineer - Vaga afirmativa para mulheres,tembici.,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=aa5fecbd93e2bf87&fccid=90220ad0f8ca290d&vjs=3
Analista de Planejamento de Operações Sr,Verisure Brazil Monitoramento de Alarmes LTDA,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=d78f089e90aeda67&fccid=ed8ba7520e3f6ae5&vjs=3
Desenvolvedor Full Stack Pl,Darede,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=436e7bc9506b63d9&fccid=33fedd22fb691f90&vjs=3
Arquiteto(a) de Integrações,V8 Consulting,Home office,Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=a838ad34065062ca&fccid=e3c875d294ea256a&vjs=3
React Developer,Metal Toad Media,"São Paulo, SP",PostedHoje,https://br.indeed.com/company/Metal-Toad-Media/jobs/React-Developer-de1ea4c6cb49a59a?fccid=097323e2e1eacb6c&vjs=3
Desenvolvedor Python,Não encontrada,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=eb96939a6a1d5cd5&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Frontend,Coderockr,"Home office in Joinville, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=77008143714a1ae6&fccid=899b2ee513f6e6c1&vjs=3
Analista de Pricing,SuperOpa,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=453f18113c9382b8&fccid=faf956a83a070938&vjs=3
